Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
87.6093,1,2.4,40,42,20
61.9145,2,2.4,40,42,20
143.858,3,2.4,40,42,20
115.151,4,2.4,40,42,20
223.92,5,2.4,40,42,20
113.437,6,2.4,40,42,20
367.318,7,2.4,40,42,20
481.548,8,2.4,40,42,20
256.161,9,2.4,40,42,20
219.676,10,2.4,40,42,20
314.005,11,2.4,40,42,20
322.114,12,2.4,40,42,20
411.817,13,2.4,40,42,20
230.925,14,2.4,40,42,20
323.654,15,2.4,40,42,20
384.703,16,2.4,40,42,20
384.081,17,2.4,40,42,20
357.152,18,2.4,40,42,20
381.715,19,2.4,40,42,20
434.94,20,2.4,40,42,20
453.705,21,2.4,40,42,20
402.886,22,2.4,40,42,20
352.322,23,2.4,40,42,20
412.516,24,2.4,40,42,20
438.295,25,2.4,40,42,20
758.581,26,2.4,40,42,20
487.344,27,2.4,40,42,20
672.433,28,2.4,40,42,20
605.353,29,2.4,40,42,20
594.664,30,2.4,40,42,20
540.31,31,2.4,40,42,20
701.728,32,2.4,40,42,20
717.658,33,2.4,40,42,20
714.946,34,2.4,40,42,20
784.138,35,2.4,40,42,20
649.174,36,2.4,40,42,20
740.059,37,2.4,40,42,20
705.447,38,2.4,40,42,20
567.15,39,2.4,40,42,20
747.282,40,2.4,40,42,20
870.091,41,2.4,40,42,20
567.15,42,2.4,40,42,20
1008.38,43,2.4,40,42,20
833.094,44,2.4,40,42,20
1258.41,45,2.4,40,42,20
777.761,46,2.4,40,42,20
689.391,47,2.4,40,42,20
1339.61,48,2.4,40,42,20
688.638,49,2.4,40,42,20
568.774,50,2.4,40,42,20
808.289,51,2.4,40,42,20
819.191,52,2.4,40,42,20
705.382,53,2.4,40,42,20
715.326,54,2.4,40,42,20
708.942,55,2.4,40,42,20
707.541,56,2.4,40,42,20
1067.7,57,2.4,40,42,20
978.124,58,2.4,40,42,20
1095.26,59,2.4,40,42,20
908.306,60,2.4,40,42,20
89.0795,1,5,160,42,20
0,2,5,160,42,20
43.5228,3,5,160,42,20
18.0643,4,5,160,42,20
75.6693,5,5,160,42,20
59.5117,6,5,160,42,20
51.3303,7,5,160,42,20
155.023,8,5,160,42,20
79.3206,9,5,160,42,20
85.5165,10,5,160,42,20
100.461,11,5,160,42,20
117.076,12,5,160,42,20
143.515,13,5,160,42,20
134.858,14,5,160,42,20
110.718,15,5,160,42,20
127.127,16,5,160,42,20
181.277,17,5,160,42,20
166.663,18,5,160,42,20
156.954,19,5,160,42,20
142.835,20,5,160,42,20
206.17,21,5,160,42,20
135.162,22,5,160,42,20
166.074,23,5,160,42,20
178.342,24,5,160,42,20
170.74,25,5,160,42,20
257.3,26,5,160,42,20
201.761,27,5,160,42,20
214.754,28,5,160,42,20
205.797,29,5,160,42,20
258.02,30,5,160,42,20
239.402,31,5,160,42,20
264.284,32,5,160,42,20
326.014,33,5,160,42,20
261.148,34,5,160,42,20
273.816,35,5,160,42,20
247.2,36,5,160,42,20
349.786,37,5,160,42,20
297.976,38,5,160,42,20
327.095,39,5,160,42,20
285.387,40,5,160,42,20
398.861,41,5,160,42,20
328.701,42,5,160,42,20
343.281,43,5,160,42,20
