MCS,CtlrRate,Mean_Goodput(Mbps),Distance(m),SimulationTime(s),Seed
0,ErpOfdmRate6Mbps,14.7715,0,20,9
0,ErpOfdmRate6Mbps,14.7715,5,20,9
0,ErpOfdmRate6Mbps,14.7713,10,20,9
0,ErpOfdmRate6Mbps,14.7708,15,20,9
0,ErpOfdmRate6Mbps,14.7708,20,20,9
0,ErpOfdmRate6Mbps,14.7708,25,20,9
0,ErpOfdmRate6Mbps,14.7708,30,20,9
0,ErpOfdmRate6Mbps,14.7708,35,20,9
0,ErpOfdmRate6Mbps,14.7708,40,20,9
0,ErpOfdmRate6Mbps,14.7708,45,20,9
0,ErpOfdmRate6Mbps,14.7708,50,20,9
0,ErpOfdmRate6Mbps,14.7703,55,20,9
0,ErpOfdmRate6Mbps,14.7703,60,20,9
0,ErpOfdmRate6Mbps,14.7701,65,20,9
0,ErpOfdmRate6Mbps,14.7701,70,20,9
0,ErpOfdmRate6Mbps,14.7701,75,20,9
0,ErpOfdmRate6Mbps,14.7701,80,20,9
0,ErpOfdmRate6Mbps,14.7701,85,20,9
0,ErpOfdmRate6Mbps,0,90,20,9
0,ErpOfdmRate6Mbps,0,95,20,9
0,ErpOfdmRate6Mbps,0,100,20,9
1,ErpOfdmRate12Mbps,29.7381,0,20,9
1,ErpOfdmRate12Mbps,29.7381,5,20,9
1,ErpOfdmRate12Mbps,29.7381,10,20,9
1,ErpOfdmRate12Mbps,29.7381,15,20,9
1,ErpOfdmRate12Mbps,29.7381,20,20,9
1,ErpOfdmRate12Mbps,29.7381,25,20,9
1,ErpOfdmRate12Mbps,29.7377,30,20,9
1,ErpOfdmRate12Mbps,29.7377,35,20,9
1,ErpOfdmRate12Mbps,29.7382,40,20,9
1,ErpOfdmRate12Mbps,29.7382,45,20,9
1,ErpOfdmRate12Mbps,29.7382,50,20,9
1,ErpOfdmRate12Mbps,29.7377,55,20,9
1,ErpOfdmRate12Mbps,29.7372,60,20,9
1,ErpOfdmRate12Mbps,29.7372,65,20,9
1,ErpOfdmRate12Mbps,29.7372,70,20,9
1,ErpOfdmRate12Mbps,29.7372,75,20,9
1,ErpOfdmRate12Mbps,29.7368,80,20,9
1,ErpOfdmRate12Mbps,29.7364,85,20,9
1,ErpOfdmRate12Mbps,0,90,20,9
1,ErpOfdmRate12Mbps,0,95,20,9
1,ErpOfdmRate12Mbps,0,100,20,9
2,ErpOfdmRate18Mbps,44.6082,0,20,9
2,ErpOfdmRate18Mbps,44.6063,5,20,9
2,ErpOfdmRate18Mbps,44.6053,10,20,9
2,ErpOfdmRate18Mbps,44.6053,15,20,9
2,ErpOfdmRate18Mbps,44.6047,20,20,9
2,ErpOfdmRate18Mbps,44.6047,25,20,9
2,ErpOfdmRate18Mbps,44.6028,30,20,9
2,ErpOfdmRate18Mbps,44.6019,35,20,9
2,ErpOfdmRate18Mbps,44.6014,40,20,9
2,ErpOfdmRate18Mbps,44.6014,45,20,9
2,ErpOfdmRate18Mbps,44.6014,50,20,9
2,ErpOfdmRate18Mbps,44.6014,55,20,9
2,ErpOfdmRate18Mbps,44.6014,60,20,9
2,ErpOfdmRate18Mbps,44.6014,65,20,9
2,ErpOfdmRate18Mbps,44.6008,70,20,9
2,ErpOfdmRate18Mbps,44.6008,75,20,9
2,ErpOfdmRate18Mbps,44.6008,80,20,9
2,ErpOfdmRate18Mbps,44.6008,85,20,9
2,ErpOfdmRate18Mbps,0,90,20,9
2,ErpOfdmRate18Mbps,0,95,20,9
2,ErpOfdmRate18Mbps,0,100,20,9
3,ErpOfdmRate24Mbps,59.6814,0,20,9
3,ErpOfdmRate24Mbps,59.6789,5,20,9
3,ErpOfdmRate24Mbps,59.6789,10,20,9
3,ErpOfdmRate24Mbps,59.6779,15,20,9
3,ErpOfdmRate24Mbps,59.676,20,20,9
3,ErpOfdmRate24Mbps,59.676,25,20,9
3,ErpOfdmRate24Mbps,59.676,30,20,9
3,ErpOfdmRate24Mbps,59.676,35,20,9
3,ErpOfdmRate24Mbps,59.676,40,20,9
3,ErpOfdmRate24Mbps,59.676,45,20,9
3,ErpOfdmRate24Mbps,59.676,50,20,9
3,ErpOfdmRate24Mbps,59.676,55,20,9
3,ErpOfdmRate24Mbps,59.676,60,20,9
3,ErpOfdmRate24Mbps,59.676,65,20,9
3,ErpOfdmRate24Mbps,59.676,70,20,9
3,ErpOfdmRate24Mbps,59.6754,75,20,9
3,ErpOfdmRate24Mbps,59.6767,80,20,9
3,ErpOfdmRate24Mbps,59.6671,85,20,9
3,ErpOfdmRate24Mbps,0,90,20,9
3,ErpOfdmRate24Mbps,0,95,20,9
3,ErpOfdmRate24Mbps,0,100,20,9
4,ErpOfdmRate36Mbps,89.1862,0,20,9
4,ErpOfdmRate36Mbps,89.1862,5,20,9
4,ErpOfdmRate36Mbps,89.1862,10,20,9
4,ErpOfdmRate36Mbps,89.1862,15,20,9
4,ErpOfdmRate36Mbps,89.1837,20,20,9
4,ErpOfdmRate36Mbps,89.1837,25,20,9
4,ErpOfdmRate36Mbps,89.1824,30,20,9
4,ErpOfdmRate36Mbps,89.1824,35,20,9
4,ErpOfdmRate36Mbps,89.1824,40,20,9
4,ErpOfdmRate36Mbps,89.1813,45,20,9
4,ErpOfdmRate36Mbps,89.1818,50,20,9
4,ErpOfdmRate36Mbps,89.1807,55,20,9
4,ErpOfdmRate36Mbps,89.1806,60,20,9
4,ErpOfdmRate36Mbps,89.1288,65,20,9
4,ErpOfdmRate36Mbps,87.7105,70,20,9
4,ErpOfdmRate36Mbps,0.0146265,75,20,9
4,ErpOfdmRate36Mbps,0.0146265,80,20,9
4,ErpOfdmRate36Mbps,0.0147328,85,20,9
4,ErpOfdmRate36Mbps,0,90,20,9
4,ErpOfdmRate36Mbps,0,95,20,9
4,ErpOfdmRate36Mbps,0,100,20,9
5,ErpOfdmRate48Mbps,117.143,0,20,9
5,ErpOfdmRate48Mbps,117.143,5,20,9
5,ErpOfdmRate48Mbps,117.142,10,20,9
5,ErpOfdmRate48Mbps,117.142,15,20,9
5,ErpOfdmRate48Mbps,117.142,20,20,9
5,ErpOfdmRate48Mbps,117.137,25,20,9
5,ErpOfdmRate48Mbps,117.137,30,20,9
5,ErpOfdmRate48Mbps,117.137,35,20,9
5,ErpOfdmRate48Mbps,117.137,40,20,9
5,ErpOfdmRate48Mbps,117.133,45,20,9
5,ErpOfdmRate48Mbps,115.613,50,20,9
5,ErpOfdmRate48Mbps,90.935,55,20,9
5,ErpOfdmRate48Mbps,0.0147328,60,20,9
5,ErpOfdmRate48Mbps,0.0147328,65,20,9
5,ErpOfdmRate48Mbps,0.0147328,70,20,9
5,ErpOfdmRate48Mbps,0.0147328,75,20,9
5,ErpOfdmRate48Mbps,0.0147328,80,20,9
5,ErpOfdmRate48Mbps,0.0147328,85,20,9
5,ErpOfdmRate48Mbps,0,90,20,9
5,ErpOfdmRate48Mbps,0,95,20,9
5,ErpOfdmRate48Mbps,0,100,20,9
6,ErpOfdmRate54Mbps,130.984,0,20,9
6,ErpOfdmRate54Mbps,130.983,5,20,9
6,ErpOfdmRate54Mbps,130.983,10,20,9
6,ErpOfdmRate54Mbps,130.98,15,20,9
6,ErpOfdmRate54Mbps,130.98,20,20,9
6,ErpOfdmRate54Mbps,130.98,25,20,9
6,ErpOfdmRate54Mbps,130.978,30,20,9
6,ErpOfdmRate54Mbps,130.977,35,20,9
6,ErpOfdmRate54Mbps,130.973,40,20,9
6,ErpOfdmRate54Mbps,129.249,45,20,9
6,ErpOfdmRate54Mbps,58.4398,50,20,9
6,ErpOfdmRate54Mbps,0.0147328,55,20,9
6,ErpOfdmRate54Mbps,0.0147328,60,20,9
6,ErpOfdmRate54Mbps,0.0147328,65,20,9
6,ErpOfdmRate54Mbps,0.0147328,70,20,9
6,ErpOfdmRate54Mbps,0.0147328,75,20,9
6,ErpOfdmRate54Mbps,0.0147328,80,20,9
6,ErpOfdmRate54Mbps,0.0147328,85,20,9
6,ErpOfdmRate54Mbps,0,90,20,9
6,ErpOfdmRate54Mbps,0,95,20,9
6,ErpOfdmRate54Mbps,0,100,20,9
7,ErpOfdmRate54Mbps,144.775,0,20,9
7,ErpOfdmRate54Mbps,144.767,5,20,9
7,ErpOfdmRate54Mbps,144.765,10,20,9
7,ErpOfdmRate54Mbps,144.764,15,20,9
7,ErpOfdmRate54Mbps,144.764,20,20,9
7,ErpOfdmRate54Mbps,144.763,25,20,9
7,ErpOfdmRate54Mbps,144.762,30,20,9
7,ErpOfdmRate54Mbps,144.762,35,20,9
7,ErpOfdmRate54Mbps,143.749,40,20,9
7,ErpOfdmRate54Mbps,0.0147328,45,20,9
7,ErpOfdmRate54Mbps,0.0147328,50,20,9
7,ErpOfdmRate54Mbps,0.0147328,55,20,9
7,ErpOfdmRate54Mbps,0.0147328,60,20,9
7,ErpOfdmRate54Mbps,0.0147328,65,20,9
7,ErpOfdmRate54Mbps,0.0147328,70,20,9
7,ErpOfdmRate54Mbps,0.0147328,75,20,9
7,ErpOfdmRate54Mbps,0.0147328,80,20,9
7,ErpOfdmRate54Mbps,0.0147328,85,20,9
7,ErpOfdmRate54Mbps,0,90,20,9
