Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
908.306,60,2.4,40,42,20
968.944,65,2.4,40,42,20
980.23,70,2.4,40,42,20
1429.12,75,2.4,40,42,20
1493.28,80,2.4,40,42,20
1501.84,85,2.4,40,42,20
1295.48,90,2.4,40,42,20
1495.48,95,2.4,40,42,20
1853.93,100,2.4,40,42,20
2385.42,105,2.4,40,42,20
2173.45,110,2.4,40,42,20
1602.32,115,2.4,40,42,20
1895.83,120,2.4,40,42,20
2260.7,125,2.4,40,42,20
2114.7,130,2.4,40,42,20
1960.04,135,2.4,40,42,20
2059.53,140,2.4,40,42,20
89.0795,1,5,160,42,20
285.387,40,5,160,42,20
453.436,45,5,160,42,20
267.459,50,5,160,42,20
317.168,55,5,160,42,20
471.778,60,5,160,42,20
432.734,65,5,160,42,20
527.444,70,5,160,42,20
591.264,75,5,160,42,20
598.351,80,5,160,42,20
606.535,85,5,160,42,20
565.187,90,5,160,42,20
668.476,95,5,160,42,20
721.057,100,5,160,42,20
710.976,105,5,160,42,20
942.402,110,5,160,42,20
730.08,115,5,160,42,20
854.407,120,5,160,42,20
806.497,125,5,160,42,20
820.476,130,5,160,42,20
892.305,135,5,160,42,20
