Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
988.148,60,2.4,40,40,20
1090.31,65,2.4,40,40,20
1047.21,70,2.4,40,40,20
1589.5,75,2.4,40,40,20
1270.07,80,2.4,40,40,20
1339.29,85,2.4,40,40,20
1203.03,90,2.4,40,40,20
1621.36,95,2.4,40,40,20
1598.72,100,2.4,40,40,20
2437.09,105,2.4,40,40,20
2149.02,110,2.4,40,40,20
1565.66,115,2.4,40,40,20
2095.17,120,2.4,40,40,20
2097.19,125,2.4,40,40,20
1730.63,130,2.4,40,40,20
1802.09,135,2.4,40,40,20
3029.42,140,2.4,40,40,20
0,1,5,160,40,20
281.574,40,5,160,40,20
416.887,45,5,160,40,20
400.366,50,5,160,40,20
408.099,55,5,160,40,20
433.81,60,5,160,40,20
513.909,65,5,160,40,20
533.651,70,5,160,40,20
595.955,75,5,160,40,20
611.958,80,5,160,40,20
543.835,85,5,160,40,20
546.95,90,5,160,40,20
661.129,95,5,160,40,20
736.705,100,5,160,40,20
895.004,105,5,160,40,20
828.138,110,5,160,40,20
800.765,115,5,160,40,20
881.718,120,5,160,40,20
885.688,125,5,160,40,20
861.874,130,5,160,40,20
