MCS,CtlrRate,Mean_Throughput(Mbps),Distance(m),SimulationTime(s),Seed
0,OfdmRate6Mbps,62.5915,0,20,10
0,OfdmRate6Mbps,62.5908,5,20,10
0,OfdmRate6Mbps,62.5889,10,20,10
0,OfdmRate6Mbps,62.5889,15,20,10
0,OfdmRate6Mbps,62.5889,20,20,10
0,OfdmRate6Mbps,62.5871,25,20,10
0,OfdmRate6Mbps,62.5871,30,20,10
0,OfdmRate6Mbps,62.5871,35,20,10
0,OfdmRate6Mbps,62.5871,40,20,10
0,OfdmRate6Mbps,62.5871,45,20,10
0,OfdmRate6Mbps,62.5862,50,20,10
0,OfdmRate6Mbps,0,55,20,10
0,OfdmRate6Mbps,0,60,20,10
0,OfdmRate6Mbps,0,65,20,10
0,OfdmRate6Mbps,0,70,20,10
0,OfdmRate6Mbps,0,75,20,10
0,OfdmRate6Mbps,0,80,20,10
0,OfdmRate6Mbps,0,85,20,10
0,OfdmRate6Mbps,0,90,20,10
0,OfdmRate6Mbps,0,95,20,10
0,OfdmRate6Mbps,0,100,20,10
1,OfdmRate12Mbps,123.688,0,20,10
1,OfdmRate12Mbps,123.688,5,20,10
1,OfdmRate12Mbps,123.688,10,20,10
1,OfdmRate12Mbps,123.688,15,20,10
1,OfdmRate12Mbps,123.688,20,20,10
1,OfdmRate12Mbps,123.688,25,20,10
1,OfdmRate12Mbps,123.688,30,20,10
1,OfdmRate12Mbps,123.684,35,20,10
1,OfdmRate12Mbps,123.681,40,20,10
1,OfdmRate12Mbps,123.68,45,20,10
1,OfdmRate12Mbps,122.466,50,20,10
1,OfdmRate12Mbps,0,55,20,10
1,OfdmRate12Mbps,0,60,20,10
1,OfdmRate12Mbps,0,65,20,10
1,OfdmRate12Mbps,0,70,20,10
1,OfdmRate12Mbps,0,75,20,10
1,OfdmRate12Mbps,0,80,20,10
1,OfdmRate12Mbps,0,85,20,10
1,OfdmRate12Mbps,0,90,20,10
1,OfdmRate12Mbps,0,95,20,10
1,OfdmRate12Mbps,0,100,20,10
2,OfdmRate18Mbps,179.815,0,20,10
2,OfdmRate18Mbps,179.813,5,20,10
2,OfdmRate18Mbps,179.81,10,20,10
2,OfdmRate18Mbps,179.809,15,20,10
2,OfdmRate18Mbps,179.809,20,20,10
2,OfdmRate18Mbps,179.809,25,20,10
2,OfdmRate18Mbps,179.805,30,20,10
2,OfdmRate18Mbps,179.805,35,20,10
2,OfdmRate18Mbps,179.448,40,20,10
2,OfdmRate18Mbps,144.954,45,20,10
2,OfdmRate18Mbps,0.0161647,50,20,10
2,OfdmRate18Mbps,0,55,20,10
2,OfdmRate18Mbps,0,60,20,10
2,OfdmRate18Mbps,0,65,20,10
2,OfdmRate18Mbps,0,70,20,10
2,OfdmRate18Mbps,0,75,20,10
2,OfdmRate18Mbps,0,80,20,10
2,OfdmRate18Mbps,0,85,20,10
2,OfdmRate18Mbps,0,90,20,10
2,OfdmRate18Mbps,0,95,20,10
2,OfdmRate18Mbps,0,100,20,10
3,OfdmRate24Mbps,234.894,0,20,10
3,OfdmRate24Mbps,234.893,5,20,10
3,OfdmRate24Mbps,234.886,10,20,10
3,OfdmRate24Mbps,234.88,15,20,10
3,OfdmRate24Mbps,234.878,20,20,10
3,OfdmRate24Mbps,234.876,25,20,10
3,OfdmRate24Mbps,234.855,30,20,10
3,OfdmRate24Mbps,206.058,35,20,10
3,OfdmRate24Mbps,0.0161647,40,20,10
3,OfdmRate24Mbps,0.0161647,45,20,10
3,OfdmRate24Mbps,0.0161647,50,20,10
3,OfdmRate24Mbps,0,55,20,10
3,OfdmRate24Mbps,0,60,20,10
3,OfdmRate24Mbps,0,65,20,10
3,OfdmRate24Mbps,0,70,20,10
3,OfdmRate24Mbps,0,75,20,10
3,OfdmRate24Mbps,0,80,20,10
3,OfdmRate24Mbps,0,85,20,10
3,OfdmRate24Mbps,0,90,20,10
3,OfdmRate24Mbps,0,95,20,10
3,OfdmRate24Mbps,0,100,20,10
4,OfdmRate36Mbps,333.833,0,20,10
4,OfdmRate36Mbps,333.825,5,20,10
4,OfdmRate36Mbps,333.816,10,20,10
4,OfdmRate36Mbps,333.808,15,20,10
4,OfdmRate36Mbps,333.794,20,20,10
4,OfdmRate36Mbps,331.441,25,20,10
4,OfdmRate36Mbps,0.0161647,30,20,10
4,OfdmRate36Mbps,0.0161647,35,20,10
4,OfdmRate36Mbps,0.0161647,40,20,10
4,OfdmRate36Mbps,0.0161647,45,20,10
4,OfdmRate36Mbps,0.0161647,50,20,10
4,OfdmRate36Mbps,0,55,20,10
4,OfdmRate36Mbps,0,60,20,10
4,OfdmRate36Mbps,0,65,20,10
4,OfdmRate36Mbps,0,70,20,10
4,OfdmRate36Mbps,0,75,20,10
4,OfdmRate36Mbps,0,80,20,10
4,OfdmRate36Mbps,0,85,20,10
4,OfdmRate36Mbps,0,90,20,10
4,OfdmRate36Mbps,0,95,20,10
4,OfdmRate36Mbps,0,100,20,10
5,OfdmRate48Mbps,422.879,0,20,10
5,OfdmRate48Mbps,422.861,5,20,10
5,OfdmRate48Mbps,422.85,10,20,10
5,OfdmRate48Mbps,422.84,15,20,10
5,OfdmRate48Mbps,373.485,20,20,10
5,OfdmRate48Mbps,0.0161647,25,20,10
5,OfdmRate48Mbps,0.0161647,30,20,10
5,OfdmRate48Mbps,0.0161647,35,20,10
5,OfdmRate48Mbps,0.0161647,40,20,10
5,OfdmRate48Mbps,0.0161647,45,20,10
5,OfdmRate48Mbps,0.0161647,50,20,10
5,OfdmRate48Mbps,0,55,20,10
5,OfdmRate48Mbps,0,60,20,10
5,OfdmRate48Mbps,0,65,20,10
5,OfdmRate48Mbps,0,70,20,10
5,OfdmRate48Mbps,0,75,20,10
5,OfdmRate48Mbps,0,80,20,10
5,OfdmRate48Mbps,0,85,20,10
5,OfdmRate48Mbps,0,90,20,10
5,OfdmRate48Mbps,0,95,20,10
5,OfdmRate48Mbps,0,100,20,10
6,OfdmRate54Mbps,468.32,0,20,10
6,OfdmRate54Mbps,468.303,5,20,10
6,OfdmRate54Mbps,468.291,10,20,10
6,OfdmRate54Mbps,468.265,15,20,10
6,OfdmRate54Mbps,0.0161647,20,20,10
6,OfdmRate54Mbps,0.0161647,25,20,10
6,OfdmRate54Mbps,0.0161647,30,20,10
6,OfdmRate54Mbps,0.0161647,35,20,10
6,OfdmRate54Mbps,0.0161647,40,20,10
6,OfdmRate54Mbps,0.0161647,45,20,10
6,OfdmRate54Mbps,0.0161647,50,20,10
6,OfdmRate54Mbps,0,55,20,10
6,OfdmRate54Mbps,0,60,20,10
6,OfdmRate54Mbps,0,65,20,10
6,OfdmRate54Mbps,0,70,20,10
6,OfdmRate54Mbps,0,75,20,10
6,OfdmRate54Mbps,0,80,20,10
6,OfdmRate54Mbps,0,85,20,10
6,OfdmRate54Mbps,0,90,20,10
6,OfdmRate54Mbps,0,95,20,10
6,OfdmRate54Mbps,0,100,20,10
7,OfdmRate54Mbps,509.362,0,20,10
7,OfdmRate54Mbps,509.341,5,20,10
7,OfdmRate54Mbps,509.32,10,20,10
7,OfdmRate54Mbps,501.47,15,20,10
7,OfdmRate54Mbps,0.0161647,20,20,10
7,OfdmRate54Mbps,0.0161647,25,20,10
7,OfdmRate54Mbps,0.0161647,30,20,10
7,OfdmRate54Mbps,0.0161647,35,20,10
7,OfdmRate54Mbps,0.0161647,40,20,10
7,OfdmRate54Mbps,0.0161647,45,20,10
7,OfdmRate54Mbps,0.0161647,50,20,10
7,OfdmRate54Mbps,0,55,20,10
7,OfdmRate54Mbps,0,60,20,10
7,OfdmRate54Mbps,0,65,20,10
7,OfdmRate54Mbps,0,70,20,10
7,OfdmRate54Mbps,0,75,20,10
7,OfdmRate54Mbps,0,80,20,10
7,OfdmRate54Mbps,0,85,20,10
7,OfdmRate54Mbps,0,90,20,10
7,OfdmRate54Mbps,0,95,20,10
7,OfdmRate54Mbps,0,100,20,10
8,OfdmRate54Mbps,576.75,0,20,10
8,OfdmRate54Mbps,576.725,5,20,10
8,OfdmRate54Mbps,576.69,10,20,10
8,OfdmRate54Mbps,0.0161647,15,20,10
8,OfdmRate54Mbps,0.0161647,20,20,10
8,OfdmRate54Mbps,0.0161647,25,20,10
8,OfdmRate54Mbps,0.0161647,30,20,10
8,OfdmRate54Mbps,0.0161647,35,20,10
8,OfdmRate54Mbps,0.0161647,40,20,10
8,OfdmRate54Mbps,0.0161647,45,20,10
8,OfdmRate54Mbps,0.0161647,50,20,10
8,OfdmRate54Mbps,0,55,20,10
8,OfdmRate54Mbps,0,60,20,10
8,OfdmRate54Mbps,0,65,20,10
8,OfdmRate54Mbps,0,70,20,10
8,OfdmRate54Mbps,0,75,20,10
8,OfdmRate54Mbps,0,80,20,10
8,OfdmRate54Mbps,0,85,20,10
8,OfdmRate54Mbps,0,90,20,10
8,OfdmRate54Mbps,0,95,20,10
8,OfdmRate54Mbps,0,100,20,10
9,OfdmRate54Mbps,628.744,0,20,10
9,OfdmRate54Mbps,628.714,5,20,10
9,OfdmRate54Mbps,603.375,10,20,10
9,OfdmRate54Mbps,0.0161647,15,20,10
9,OfdmRate54Mbps,0.0161647,20,20,10
9,OfdmRate54Mbps,0.0161647,25,20,10
9,OfdmRate54Mbps,0.0161647,30,20,10
9,OfdmRate54Mbps,0.0161647,35,20,10
9,OfdmRate54Mbps,0.0161647,40,20,10
9,OfdmRate54Mbps,0.0161647,45,20,10
9,OfdmRate54Mbps,0.0161647,50,20,10
9,OfdmRate54Mbps,0,55,20,10
9,OfdmRate54Mbps,0,60,20,10
9,OfdmRate54Mbps,0,65,20,10
9,OfdmRate54Mbps,0,70,20,10
9,OfdmRate54Mbps,0,75,20,10
9,OfdmRate54Mbps,0,80,20,10
9,OfdmRate54Mbps,0,85,20,10
9,OfdmRate54Mbps,0,90,20,10
9,OfdmRate54Mbps,0,95,20,10
9,OfdmRate54Mbps,0,100,20,10
10,OfdmRate54Mbps,677.594,0,20,10
10,OfdmRate54Mbps,677.548,5,20,10
10,OfdmRate54Mbps,0.0161647,10,20,10
10,OfdmRate54Mbps,0.0161647,15,20,10
10,OfdmRate54Mbps,0.0161647,20,20,10
10,OfdmRate54Mbps,0.0161647,25,20,10
