MCS,CtlrRate,Mean_Throughput(Mbps),Distance(m),SimulationTime(s),Seed
0,ErpOfdmRate6Mbps,14.3926,0,20,7
0,ErpOfdmRate6Mbps,14.3926,5,20,7
0,ErpOfdmRate6Mbps,14.3926,10,20,7
0,ErpOfdmRate6Mbps,14.3926,15,20,7
0,ErpOfdmRate6Mbps,14.3926,20,20,7
0,ErpOfdmRate6Mbps,14.3926,25,20,7
0,ErpOfdmRate6Mbps,14.3926,30,20,7
0,ErpOfdmRate6Mbps,14.3926,35,20,7
0,ErpOfdmRate6Mbps,14.3926,40,20,7
0,ErpOfdmRate6Mbps,14.3926,45,20,7
0,ErpOfdmRate6Mbps,14.3926,50,20,7
0,ErpOfdmRate6Mbps,14.3926,55,20,7
0,ErpOfdmRate6Mbps,14.3926,60,20,7
0,ErpOfdmRate6Mbps,14.3926,65,20,7
0,ErpOfdmRate6Mbps,0.016949,70,20,7
0,ErpOfdmRate6Mbps,0.016949,75,20,7
0,ErpOfdmRate6Mbps,0.016949,80,20,7
0,ErpOfdmRate6Mbps,0,85,20,7
0,ErpOfdmRate6Mbps,0,90,20,7
0,ErpOfdmRate6Mbps,0,95,20,7
0,ErpOfdmRate6Mbps,0,100,20,7
1,ErpOfdmRate12Mbps,29.3164,0,20,7
1,ErpOfdmRate12Mbps,29.3164,5,20,7
1,ErpOfdmRate12Mbps,29.3164,10,20,7
1,ErpOfdmRate12Mbps,29.3164,15,20,7
1,ErpOfdmRate12Mbps,29.3164,20,20,7
1,ErpOfdmRate12Mbps,29.3164,25,20,7
1,ErpOfdmRate12Mbps,29.3164,30,20,7
1,ErpOfdmRate12Mbps,29.3164,35,20,7
1,ErpOfdmRate12Mbps,29.3164,40,20,7
1,ErpOfdmRate12Mbps,29.3164,45,20,7
1,ErpOfdmRate12Mbps,29.3164,50,20,7
1,ErpOfdmRate12Mbps,29.3164,55,20,7
1,ErpOfdmRate12Mbps,29.3164,60,20,7
1,ErpOfdmRate12Mbps,29.3164,65,20,7
1,ErpOfdmRate12Mbps,0.016949,70,20,7
1,ErpOfdmRate12Mbps,0.016949,75,20,7
1,ErpOfdmRate12Mbps,0.016949,80,20,7
1,ErpOfdmRate12Mbps,0,85,20,7
1,ErpOfdmRate12Mbps,0,90,20,7
1,ErpOfdmRate12Mbps,0,95,20,7
1,ErpOfdmRate12Mbps,0,100,20,7
2,ErpOfdmRate18Mbps,43.9663,0,20,7
2,ErpOfdmRate18Mbps,43.9663,5,20,7
2,ErpOfdmRate18Mbps,43.9663,10,20,7
2,ErpOfdmRate18Mbps,43.9663,15,20,7
2,ErpOfdmRate18Mbps,43.9663,20,20,7
2,ErpOfdmRate18Mbps,43.9663,25,20,7
2,ErpOfdmRate18Mbps,43.9663,30,20,7
2,ErpOfdmRate18Mbps,43.9663,35,20,7
2,ErpOfdmRate18Mbps,43.9663,40,20,7
2,ErpOfdmRate18Mbps,43.9663,45,20,7
2,ErpOfdmRate18Mbps,43.9663,50,20,7
2,ErpOfdmRate18Mbps,43.9663,55,20,7
2,ErpOfdmRate18Mbps,43.9663,60,20,7
2,ErpOfdmRate18Mbps,43.9663,65,20,7
2,ErpOfdmRate18Mbps,0.016949,70,20,7
2,ErpOfdmRate18Mbps,0.016949,75,20,7
2,ErpOfdmRate18Mbps,0.016949,80,20,7
2,ErpOfdmRate18Mbps,0,85,20,7
2,ErpOfdmRate18Mbps,0,90,20,7
2,ErpOfdmRate18Mbps,0,95,20,7
2,ErpOfdmRate18Mbps,0,100,20,7
3,ErpOfdmRate24Mbps,59.1641,0,20,7
3,ErpOfdmRate24Mbps,59.1641,5,20,7
3,ErpOfdmRate24Mbps,59.1641,10,20,7
3,ErpOfdmRate24Mbps,59.1641,15,20,7
3,ErpOfdmRate24Mbps,59.1641,20,20,7
3,ErpOfdmRate24Mbps,59.1641,25,20,7
3,ErpOfdmRate24Mbps,59.1641,30,20,7
3,ErpOfdmRate24Mbps,59.1641,35,20,7
3,ErpOfdmRate24Mbps,59.1641,40,20,7
3,ErpOfdmRate24Mbps,59.1641,45,20,7
3,ErpOfdmRate24Mbps,59.1641,50,20,7
3,ErpOfdmRate24Mbps,59.1641,55,20,7
3,ErpOfdmRate24Mbps,59.1641,60,20,7
3,ErpOfdmRate24Mbps,59.1641,65,20,7
3,ErpOfdmRate24Mbps,0.016949,70,20,7
3,ErpOfdmRate24Mbps,0.016949,75,20,7
3,ErpOfdmRate24Mbps,0.016949,80,20,7
3,ErpOfdmRate24Mbps,0,85,20,7
3,ErpOfdmRate24Mbps,0,90,20,7
3,ErpOfdmRate24Mbps,0,95,20,7
3,ErpOfdmRate24Mbps,0,100,20,7
4,ErpOfdmRate36Mbps,88.3669,0,20,7
4,ErpOfdmRate36Mbps,88.3669,5,20,7
4,ErpOfdmRate36Mbps,88.3669,10,20,7
4,ErpOfdmRate36Mbps,88.3669,15,20,7
4,ErpOfdmRate36Mbps,88.3669,20,20,7
4,ErpOfdmRate36Mbps,88.3669,25,20,7
4,ErpOfdmRate36Mbps,88.3669,30,20,7
4,ErpOfdmRate36Mbps,88.3669,35,20,7
4,ErpOfdmRate36Mbps,88.3669,40,20,7
4,ErpOfdmRate36Mbps,88.3669,45,20,7
4,ErpOfdmRate36Mbps,88.3669,50,20,7
4,ErpOfdmRate36Mbps,88.3669,55,20,7
4,ErpOfdmRate36Mbps,88.3644,60,20,7
4,ErpOfdmRate36Mbps,87.8567,65,20,7
4,ErpOfdmRate36Mbps,0.016949,70,20,7
4,ErpOfdmRate36Mbps,0.016949,75,20,7
4,ErpOfdmRate36Mbps,0.016949,80,20,7
4,ErpOfdmRate36Mbps,0,85,20,7
4,ErpOfdmRate36Mbps,0,90,20,7
4,ErpOfdmRate36Mbps,0,95,20,7
4,ErpOfdmRate36Mbps,0,100,20,7
5,ErpOfdmRate48Mbps,115.82,0,20,7
5,ErpOfdmRate48Mbps,115.82,5,20,7
5,ErpOfdmRate48Mbps,115.82,10,20,7
5,ErpOfdmRate48Mbps,115.82,15,20,7
5,ErpOfdmRate48Mbps,115.82,20,20,7
5,ErpOfdmRate48Mbps,115.82,25,20,7
5,ErpOfdmRate48Mbps,115.82,30,20,7
5,ErpOfdmRate48Mbps,115.82,35,20,7
5,ErpOfdmRate48Mbps,115.82,40,20,7
5,ErpOfdmRate48Mbps,115.529,45,20,7
5,ErpOfdmRate48Mbps,110.297,50,20,7
5,ErpOfdmRate48Mbps,44.8834,55,20,7
5,ErpOfdmRate48Mbps,0.016949,60,20,7
5,ErpOfdmRate48Mbps,0.016949,65,20,7
5,ErpOfdmRate48Mbps,0.016949,70,20,7
5,ErpOfdmRate48Mbps,0.016949,75,20,7
5,ErpOfdmRate48Mbps,0.016949,80,20,7
5,ErpOfdmRate48Mbps,0,85,20,7
5,ErpOfdmRate48Mbps,0,90,20,7
5,ErpOfdmRate48Mbps,0,95,20,7
5,ErpOfdmRate48Mbps,0,100,20,7
6,ErpOfdmRate54Mbps,129.362,0,20,7
6,ErpOfdmRate54Mbps,129.362,5,20,7
6,ErpOfdmRate54Mbps,129.362,10,20,7
6,ErpOfdmRate54Mbps,129.362,15,20,7
6,ErpOfdmRate54Mbps,129.362,20,20,7
6,ErpOfdmRate54Mbps,129.362,25,20,7
6,ErpOfdmRate54Mbps,129.362,30,20,7
6,ErpOfdmRate54Mbps,129.362,35,20,7
6,ErpOfdmRate54Mbps,129.32,40,20,7
6,ErpOfdmRate54Mbps,128.977,45,20,7
6,ErpOfdmRate54Mbps,0.0169298,50,20,7
6,ErpOfdmRate54Mbps,0.016949,55,20,7
6,ErpOfdmRate54Mbps,0.016949,60,20,7
6,ErpOfdmRate54Mbps,0.016949,65,20,7
6,ErpOfdmRate54Mbps,0.016949,70,20,7
6,ErpOfdmRate54Mbps,0.016949,75,20,7
6,ErpOfdmRate54Mbps,0.016949,80,20,7
6,ErpOfdmRate54Mbps,0,85,20,7
6,ErpOfdmRate54Mbps,0,90,20,7
6,ErpOfdmRate54Mbps,0,95,20,7
6,ErpOfdmRate54Mbps,0,100,20,7
7,ErpOfdmRate54Mbps,142.834,0,20,7
7,ErpOfdmRate54Mbps,142.834,5,20,7
7,ErpOfdmRate54Mbps,142.834,10,20,7
7,ErpOfdmRate54Mbps,142.834,15,20,7
7,ErpOfdmRate54Mbps,142.834,20,20,7
7,ErpOfdmRate54Mbps,142.834,25,20,7
7,ErpOfdmRate54Mbps,142.834,30,20,7
7,ErpOfdmRate54Mbps,142.834,35,20,7
7,ErpOfdmRate54Mbps,142.818,40,20,7
7,ErpOfdmRate54Mbps,0.016949,45,20,7
7,ErpOfdmRate54Mbps,0.016949,50,20,7
7,ErpOfdmRate54Mbps,0.016949,55,20,7
7,ErpOfdmRate54Mbps,0.016949,60,20,7
7,ErpOfdmRate54Mbps,0.016949,65,20,7
7,ErpOfdmRate54Mbps,0.016949,70,20,7
7,ErpOfdmRate54Mbps,0.016949,75,20,7
7,ErpOfdmRate54Mbps,0.016949,80,20,7
7,ErpOfdmRate54Mbps,0,85,20,7
7,ErpOfdmRate54Mbps,0,90,20,7
7,ErpOfdmRate54Mbps,0,95,20,7
7,ErpOfdmRate54Mbps,0,100,20,7
8,ErpOfdmRate54Mbps,168.856,0,20,7
8,ErpOfdmRate54Mbps,168.856,5,20,7
8,ErpOfdmRate54Mbps,168.856,10,20,7
8,ErpOfdmRate54Mbps,168.856,15,20,7
8,ErpOfdmRate54Mbps,168.856,20,20,7
8,ErpOfdmRate54Mbps,168.856,25,20,7
8,ErpOfdmRate54Mbps,168.856,30,20,7
8,ErpOfdmRate54Mbps,0.016949,35,20,7
8,ErpOfdmRate54Mbps,0.016949,40,20,7
8,ErpOfdmRate54Mbps,0.016949,45,20,7
8,ErpOfdmRate54Mbps,0.016949,50,20,7
8,ErpOfdmRate54Mbps,0.016949,55,20,7
8,ErpOfdmRate54Mbps,0.016949,60,20,7
8,ErpOfdmRate54Mbps,0.016949,65,20,7
8,ErpOfdmRate54Mbps,0.016949,70,20,7
8,ErpOfdmRate54Mbps,0.016949,75,20,7
8,ErpOfdmRate54Mbps,0.016949,80,20,7
8,ErpOfdmRate54Mbps,0,85,20,7
8,ErpOfdmRate54Mbps,0,90,20,7
8,ErpOfdmRate54Mbps,0,95,20,7
8,ErpOfdmRate54Mbps,0,100,20,7
9,ErpOfdmRate54Mbps,185.273,0,20,7
9,ErpOfdmRate54Mbps,185.273,5,20,7
9,ErpOfdmRate54Mbps,185.273,10,20,7
9,ErpOfdmRate54Mbps,185.273,15,20,7
9,ErpOfdmRate54Mbps,185.273,20,20,7
9,ErpOfdmRate54Mbps,185.273,25,20,7
9,ErpOfdmRate54Mbps,107.084,30,20,7
9,ErpOfdmRate54Mbps,0.016949,35,20,7
9,ErpOfdmRate54Mbps,0.016949,40,20,7
9,ErpOfdmRate54Mbps,0.016949,45,20,7
9,ErpOfdmRate54Mbps,0.016949,50,20,7
9,ErpOfdmRate54Mbps,0.016949,55,20,7
9,ErpOfdmRate54Mbps,0.016949,60,20,7
9,ErpOfdmRate54Mbps,0.016949,65,20,7
