MCS,CtlrRate,Mean_Throughput(Mbps),Distance(m),SimulationTime(s),Seed
0,OfdmRate6Mbps,62.5661,0,20,1
0,OfdmRate6Mbps,62.5653,5,20,1
0,OfdmRate6Mbps,62.5653,10,20,1
0,OfdmRate6Mbps,62.5653,15,20,1
0,OfdmRate6Mbps,62.5653,20,20,1
0,OfdmRate6Mbps,62.5642,25,20,1
0,OfdmRate6Mbps,62.5642,30,20,1
0,OfdmRate6Mbps,62.5642,35,20,1
0,OfdmRate6Mbps,62.5642,40,20,1
0,OfdmRate6Mbps,62.5642,45,20,1
0,OfdmRate6Mbps,62.5642,50,20,1
0,OfdmRate6Mbps,0,55,20,1
0,OfdmRate6Mbps,0,60,20,1
0,OfdmRate6Mbps,0,65,20,1
0,OfdmRate6Mbps,0,70,20,1
0,OfdmRate6Mbps,0,75,20,1
0,OfdmRate6Mbps,0,80,20,1
0,OfdmRate6Mbps,0,85,20,1
0,OfdmRate6Mbps,0,90,20,1
0,OfdmRate6Mbps,0,95,20,1
0,OfdmRate6Mbps,0,100,20,1
1,OfdmRate12Mbps,123.646,0,20,1
1,OfdmRate12Mbps,123.646,5,20,1
1,OfdmRate12Mbps,123.642,10,20,1
1,OfdmRate12Mbps,123.642,15,20,1
1,OfdmRate12Mbps,123.639,20,20,1
1,OfdmRate12Mbps,123.639,25,20,1
1,OfdmRate12Mbps,123.636,30,20,1
1,OfdmRate12Mbps,123.636,35,20,1
1,OfdmRate12Mbps,123.636,40,20,1
1,OfdmRate12Mbps,123.636,45,20,1
1,OfdmRate12Mbps,122.462,50,20,1
1,OfdmRate12Mbps,0,55,20,1
1,OfdmRate12Mbps,0,60,20,1
1,OfdmRate12Mbps,0,65,20,1
1,OfdmRate12Mbps,0,70,20,1
1,OfdmRate12Mbps,0,75,20,1
1,OfdmRate12Mbps,0,80,20,1
1,OfdmRate12Mbps,0,85,20,1
1,OfdmRate12Mbps,0,90,20,1
1,OfdmRate12Mbps,0,95,20,1
1,OfdmRate12Mbps,0,100,20,1
2,OfdmRate18Mbps,179.758,0,20,1
2,OfdmRate18Mbps,179.755,5,20,1
2,OfdmRate18Mbps,179.754,10,20,1
2,OfdmRate18Mbps,179.754,15,20,1
2,OfdmRate18Mbps,179.75,20,20,1
2,OfdmRate18Mbps,179.745,25,20,1
2,OfdmRate18Mbps,179.739,30,20,1
2,OfdmRate18Mbps,179.733,35,20,1
2,OfdmRate18Mbps,179.36,40,20,1
2,OfdmRate18Mbps,145.107,45,20,1
2,OfdmRate18Mbps,0.0161647,50,20,1
2,OfdmRate18Mbps,0,55,20,1
2,OfdmRate18Mbps,0,60,20,1
2,OfdmRate18Mbps,0,65,20,1
2,OfdmRate18Mbps,0,70,20,1
2,OfdmRate18Mbps,0,75,20,1
2,OfdmRate18Mbps,0,80,20,1
2,OfdmRate18Mbps,0,85,20,1
2,OfdmRate18Mbps,0,90,20,1
2,OfdmRate18Mbps,0,95,20,1
2,OfdmRate18Mbps,0,100,20,1
3,OfdmRate24Mbps,234.809,0,20,1
3,OfdmRate24Mbps,234.808,5,20,1
3,OfdmRate24Mbps,234.801,10,20,1
3,OfdmRate24Mbps,234.796,15,20,1
3,OfdmRate24Mbps,234.793,20,20,1
3,OfdmRate24Mbps,234.79,25,20,1
3,OfdmRate24Mbps,234.769,30,20,1
3,OfdmRate24Mbps,207.333,35,20,1
3,OfdmRate24Mbps,0.0161647,40,20,1
3,OfdmRate24Mbps,0.0161647,45,20,1
3,OfdmRate24Mbps,0.0161647,50,20,1
3,OfdmRate24Mbps,0,55,20,1
3,OfdmRate24Mbps,0,60,20,1
3,OfdmRate24Mbps,0,65,20,1
3,OfdmRate24Mbps,0,70,20,1
3,OfdmRate24Mbps,0,75,20,1
3,OfdmRate24Mbps,0,80,20,1
3,OfdmRate24Mbps,0,85,20,1
3,OfdmRate24Mbps,0,90,20,1
3,OfdmRate24Mbps,0,95,20,1
3,OfdmRate24Mbps,0,100,20,1
4,OfdmRate36Mbps,333.705,0,20,1
4,OfdmRate36Mbps,333.702,5,20,1
4,OfdmRate36Mbps,333.695,10,20,1
4,OfdmRate36Mbps,333.689,15,20,1
4,OfdmRate36Mbps,333.678,20,20,1
