MCS,CtlrRate,Mean_Throughput(Mbps),Distance(m),SimulationTime(s),Seed
0,OfdmRate6Mbps,62.576,0,20,8
0,OfdmRate6Mbps,62.576,5,20,8
0,OfdmRate6Mbps,62.576,10,20,8
0,OfdmRate6Mbps,62.576,15,20,8
0,OfdmRate6Mbps,62.576,20,20,8
0,OfdmRate6Mbps,62.576,25,20,8
0,OfdmRate6Mbps,62.576,30,20,8
0,OfdmRate6Mbps,62.5761,35,20,8
0,OfdmRate6Mbps,62.5761,40,20,8
0,OfdmRate6Mbps,62.5761,45,20,8
0,OfdmRate6Mbps,62.5761,50,20,8
0,OfdmRate6Mbps,0,55,20,8
0,OfdmRate6Mbps,0,60,20,8
0,OfdmRate6Mbps,0,65,20,8
0,OfdmRate6Mbps,0,70,20,8
0,OfdmRate6Mbps,0,75,20,8
0,OfdmRate6Mbps,0,80,20,8
0,OfdmRate6Mbps,0,85,20,8
0,OfdmRate6Mbps,0,90,20,8
0,OfdmRate6Mbps,0,95,20,8
0,OfdmRate6Mbps,0,100,20,8
1,OfdmRate12Mbps,123.67,0,20,8
1,OfdmRate12Mbps,123.665,5,20,8
1,OfdmRate12Mbps,123.665,10,20,8
1,OfdmRate12Mbps,123.663,15,20,8
1,OfdmRate12Mbps,123.66,20,20,8
1,OfdmRate12Mbps,123.656,25,20,8
1,OfdmRate12Mbps,123.654,30,20,8
1,OfdmRate12Mbps,123.654,35,20,8
1,OfdmRate12Mbps,123.654,40,20,8
1,OfdmRate12Mbps,123.653,45,20,8
1,OfdmRate12Mbps,122.507,50,20,8
1,OfdmRate12Mbps,0,55,20,8
1,OfdmRate12Mbps,0,60,20,8
1,OfdmRate12Mbps,0,65,20,8
1,OfdmRate12Mbps,0,70,20,8
1,OfdmRate12Mbps,0,75,20,8
1,OfdmRate12Mbps,0,80,20,8
1,OfdmRate12Mbps,0,85,20,8
1,OfdmRate12Mbps,0,90,20,8
1,OfdmRate12Mbps,0,95,20,8
1,OfdmRate12Mbps,0,100,20,8
2,OfdmRate18Mbps,179.782,0,20,8
2,OfdmRate18Mbps,179.779,5,20,8
2,OfdmRate18Mbps,179.778,10,20,8
2,OfdmRate18Mbps,179.773,15,20,8
2,OfdmRate18Mbps,179.772,20,20,8
2,OfdmRate18Mbps,179.77,25,20,8
2,OfdmRate18Mbps,179.77,30,20,8
2,OfdmRate18Mbps,179.77,35,20,8
2,OfdmRate18Mbps,179.421,40,20,8
2,OfdmRate18Mbps,144.064,45,20,8
2,OfdmRate18Mbps,0.0161647,50,20,8
2,OfdmRate18Mbps,0,55,20,8
2,OfdmRate18Mbps,0,60,20,8
2,OfdmRate18Mbps,0,65,20,8
2,OfdmRate18Mbps,0,70,20,8
