Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
87.5714,1,2.4,40,40,20
191.499,5,2.4,40,40,20
219.42,10,2.4,40,40,20
524.284,15,2.4,40,40,20
442.983,20,2.4,40,40,20
461.107,25,2.4,40,40,20
542.674,30,2.4,40,40,20
717.654,35,2.4,40,40,20
791.679,40,2.4,40,40,20
1288.13,45,2.4,40,40,20
958.736,50,2.4,40,40,20
691.671,55,2.4,40,40,20
988.148,60,2.4,40,40,20
1090.31,65,2.4,40,40,20
1589.5,75,2.4,40,40,20
1339.29,85,2.4,40,40,20
1621.36,95,2.4,40,40,20
0.0,1,5.0,160,40,20
73.697,5,5.0,160,40,20
188.836,10,5.0,160,40,20
